,UID,movie,tag,rating,familiar,how_often,easy,how_long_ago,consistency,obj,subj,misc,genre,label,category
2002,216,Slumdog Millionaire (2008),india,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
2003,247,Slumdog Millionaire (2008),india,5,4.0,2.0,4.0,3.0,1,1,0,0,0,0.0,objective
2004,264,Slumdog Millionaire (2008),india,5,5.0,1.0,5.0,3.0,1,1,0,0,0,0.0,objective
2005,305,Slumdog Millionaire (2008),india,5,4.0,4.0,5.0,4.0,1,1,0,0,0,0.0,objective
2006,318,Slumdog Millionaire (2008),india,5,5.0,4.0,5.0,3.0,1,1,0,0,0,0.0,objective
2007,325,Slumdog Millionaire (2008),india,5,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
2008,338,Slumdog Millionaire (2008),india,1,5.0,5.0,1.0,3.0,0,1,0,0,0,0.0,objective
2009,339,Slumdog Millionaire (2008),india,5,5.0,2.0,5.0,3.0,1,1,0,0,0,0.0,objective
2010,357,Slumdog Millionaire (2008),india,5,5.0,2.0,5.0,2.0,1,1,0,0,0,0.0,objective
2011,369,Slumdog Millionaire (2008),india,5,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
2012,382,Slumdog Millionaire (2008),india,4,5.0,4.0,4.0,4.0,0,1,0,0,0,0.0,objective
2013,1219,Slumdog Millionaire (2008),india,5,5.0,2.0,5.0,3.0,1,1,0,0,0,0.0,objective
2014,1235,Slumdog Millionaire (2008),india,5,4.0,3.0,4.0,3.0,1,1,0,0,0,0.0,objective
2015,1248,Slumdog Millionaire (2008),india,5,5.0,5.0,,3.0,1,1,0,0,0,0.0,objective
2016,1413,Slumdog Millionaire (2008),india,5,5.0,2.0,5.0,2.0,1,1,0,0,0,0.0,objective
2017,1487,Slumdog Millionaire (2008),india,5,5.0,2.0,5.0,3.0,1,1,0,0,0,0.0,objective
2018,1540,Slumdog Millionaire (2008),india,3,5.0,5.0,3.0,1.0,0,1,0,0,0,0.0,objective
2019,1662,Slumdog Millionaire (2008),india,5,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2020,110,Monsoon Wedding (2001),india,5,5.0,4.0,4.0,1.0,1,1,0,0,0,0.0,objective
2021,366,Monsoon Wedding (2001),india,4,3.0,3.0,3.0,2.0,0,1,0,0,0,0.0,objective
2022,369,Monsoon Wedding (2001),india,5,5.0,5.0,,1.0,1,1,0,0,0,0.0,objective
2023,992,Monsoon Wedding (2001),india,5,4.0,5.0,4.0,4.0,1,1,0,0,0,0.0,objective
2024,1397,Monsoon Wedding (2001),india,2,,2.0,2.0,4.0,0,1,0,0,0,0.0,objective
2025,1402,Monsoon Wedding (2001),india,5,4.0,2.0,5.0,1.0,1,1,0,0,0,0.0,objective
2026,1415,Monsoon Wedding (2001),india,5,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2027,1591,Monsoon Wedding (2001),india,4,5.0,4.0,4.0,4.0,0,1,0,0,0,0.0,objective
2028,1662,Monsoon Wedding (2001),india,5,5.0,5.0,,3.0,1,1,0,0,0,0.0,objective
2029,214,Bend It Like Beckham (2002),india,2,4.0,2.0,4.0,4.0,0,1,0,0,0,0.0,objective
2030,288,Bend It Like Beckham (2002),india,4,5.0,,4.0,3.0,1,1,0,0,0,0.0,objective
2031,393,Bend It Like Beckham (2002),india,3,5.0,3.0,2.0,4.0,0,1,0,0,0,0.0,objective
2032,446,Bend It Like Beckham (2002),india,5,5.0,5.0,3.0,2.0,0,1,0,0,0,0.0,objective
2033,636,Bend It Like Beckham (2002),india,4,4.0,3.0,4.0,2.0,1,1,0,0,0,0.0,objective
2034,1240,Bend It Like Beckham (2002),india,4,1.0,2.0,4.0,2.0,1,1,0,0,0,0.0,objective
2035,1419,Bend It Like Beckham (2002),india,5,5.0,2.0,4.0,3.0,0,1,0,0,0,0.0,objective
2036,1524,Bend It Like Beckham (2002),india,4,5.0,5.0,3.0,2.0,1,1,0,0,0,0.0,objective
2037,46,Waterworld (1995),environmental,3,3.0,2.0,4.0,3.0,0,0,1,0,0,1.0,misc
2038,327,Waterworld (1995),environmental,4,5.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
2039,378,Waterworld (1995),environmental,4,5.0,2.0,,2.0,0,0,1,0,0,1.0,misc
2040,875,Waterworld (1995),environmental,5,5.0,5.0,5.0,3.0,1,0,1,0,0,1.0,misc
2041,879,Waterworld (1995),environmental,5,4.0,3.0,4.0,4.0,1,0,1,0,0,1.0,misc
2042,1167,Waterworld (1995),environmental,5,5.0,5.0,4.0,3.0,1,0,1,0,0,1.0,misc
2043,1207,Waterworld (1995),environmental,3,5.0,5.0,3.0,2.0,0,0,1,0,0,1.0,misc
2044,1637,Waterworld (1995),environmental,4,3.0,3.0,4.0,,0,0,1,0,0,1.0,misc
2045,1679,Waterworld (1995),environmental,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
2046,76,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,5.0,3.0,1,0,1,0,0,1.0,misc
2047,105,"Day After Tomorrow, The (2004)",environmental,5,5.0,2.0,5.0,4.0,1,0,1,0,0,1.0,misc
2048,103,"Day After Tomorrow, The (2004)",environmental,3,5.0,4.0,3.0,3.0,0,0,1,0,0,1.0,misc
2049,109,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,4.0,4.0,1,0,1,0,0,1.0,misc
2050,211,"Day After Tomorrow, The (2004)",environmental,5,5.0,3.0,5.0,4.0,1,0,1,0,0,1.0,misc
2051,210,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
2052,219,"Day After Tomorrow, The (2004)",environmental,4,5.0,4.0,4.0,1.0,0,0,1,0,0,1.0,misc
2053,292,"Day After Tomorrow, The (2004)",environmental,5,5.0,3.0,5.0,1.0,1,0,1,0,0,1.0,misc
2054,307,"Day After Tomorrow, The (2004)",environmental,5,4.0,5.0,3.0,2.0,1,0,1,0,0,1.0,misc
2055,308,"Day After Tomorrow, The (2004)",environmental,3,5.0,5.0,3.0,2.0,0,0,1,0,0,1.0,misc
2056,323,"Day After Tomorrow, The (2004)",environmental,5,4.0,4.0,4.0,4.0,1,0,1,0,0,1.0,misc
2057,328,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,4.0,3.0,1,0,1,0,0,1.0,misc
2058,334,"Day After Tomorrow, The (2004)",environmental,4,4.0,5.0,3.0,4.0,0,0,1,0,0,1.0,misc
2059,338,"Day After Tomorrow, The (2004)",environmental,4,5.0,4.0,4.0,2.0,0,0,1,0,0,1.0,misc
2060,372,"Day After Tomorrow, The (2004)",environmental,4,5.0,3.0,5.0,4.0,0,0,1,0,0,1.0,misc
2061,390,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,4.0,2.0,1,0,1,0,0,1.0,misc
2062,395,"Day After Tomorrow, The (2004)",environmental,3,2.0,2.0,4.0,2.0,0,0,1,0,0,1.0,misc
2063,406,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
2064,1197,"Day After Tomorrow, The (2004)",environmental,5,5.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
2065,1235,"Day After Tomorrow, The (2004)",environmental,5,5.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
2066,1305,"Day After Tomorrow, The (2004)",environmental,3,5.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
2067,1434,"Day After Tomorrow, The (2004)",environmental,5,3.0,2.0,5.0,4.0,1,0,1,0,0,1.0,misc
2068,1538,"Day After Tomorrow, The (2004)",environmental,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
2069,1591,"Day After Tomorrow, The (2004)",environmental,4,4.0,5.0,4.0,2.0,0,0,1,0,0,1.0,misc
2070,1630,"Day After Tomorrow, The (2004)",environmental,5,5.0,2.0,5.0,4.0,1,0,1,0,0,1.0,misc
2071,1631,"Day After Tomorrow, The (2004)",environmental,3,4.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
2072,1641,"Day After Tomorrow, The (2004)",environmental,1,5.0,2.0,5.0,3.0,0,0,1,0,0,1.0,misc
2073,1654,"Day After Tomorrow, The (2004)",environmental,5,2.0,5.0,5.0,4.0,1,0,1,0,0,1.0,misc
2074,1661,"Day After Tomorrow, The (2004)",environmental,3,4.0,3.0,4.0,3.0,0,0,1,0,0,1.0,misc
2075,1676,"Day After Tomorrow, The (2004)",environmental,4,3.0,4.0,4.0,4.0,0,0,1,0,0,1.0,misc
2076,1688,"Day After Tomorrow, The (2004)",environmental,2,5.0,1.0,4.0,4.0,0,0,1,0,0,1.0,misc
2077,92,"American President, The (1995)",environmental,5,4.0,5.0,4.0,3.0,1,0,1,0,0,1.0,misc
2078,210,"American President, The (1995)",environmental,2,5.0,5.0,,1.0,0,0,1,0,0,1.0,misc
2079,228,"American President, The (1995)",environmental,4,4.0,5.0,3.0,2.0,0,0,1,0,0,1.0,misc
2080,266,"American President, The (1995)",environmental,5,2.0,5.0,5.0,3.0,1,0,1,0,0,1.0,misc
2081,283,"American President, The (1995)",environmental,3,5.0,3.0,2.0,4.0,0,0,1,0,0,1.0,misc
2082,301,"American President, The (1995)",environmental,4,4.0,4.0,2.0,2.0,0,0,1,0,0,1.0,misc
2083,1687,"American President, The (1995)",environmental,5,5.0,5.0,5.0,1.0,1,0,1,0,0,1.0,misc
2084,245,Princess Mononoke (Mononoke-hime) (1997),environmental,5,5.0,5.0,5.0,2.0,0,0,1,0,0,1.0,misc
2085,303,Princess Mononoke (Mononoke-hime) (1997),environmental,4,3.0,2.0,3.0,4.0,1,0,1,0,0,1.0,misc
2086,378,Princess Mononoke (Mononoke-hime) (1997),environmental,4,5.0,2.0,5.0,1.0,1,0,1,0,0,1.0,misc
2087,436,Princess Mononoke (Mononoke-hime) (1997),environmental,3,3.0,4.0,3.0,1.0,0,0,1,0,0,1.0,misc
2088,678,Princess Mononoke (Mononoke-hime) (1997),environmental,5,4.0,3.0,4.0,2.0,0,0,1,0,0,1.0,misc
2089,1149,Princess Mononoke (Mononoke-hime) (1997),environmental,5,5.0,3.0,5.0,4.0,0,0,1,0,0,1.0,misc
2090,1421,Princess Mononoke (Mononoke-hime) (1997),environmental,2,4.0,2.0,2.0,2.0,0,0,1,0,0,1.0,misc
2091,1508,Princess Mononoke (Mononoke-hime) (1997),environmental,3,5.0,5.0,4.0,2.0,0,0,1,0,0,1.0,misc
2092,1626,Princess Mononoke (Mononoke-hime) (1997),environmental,4,5.0,3.0,5.0,4.0,1,0,1,0,0,1.0,misc
2093,1656,Princess Mononoke (Mononoke-hime) (1997),environmental,4,4.0,3.0,4.0,2.0,1,0,1,0,0,1.0,misc
2094,268,Forrest Gump (1994),environmental,3,5.0,3.0,3.0,1.0,0,0,1,0,0,1.0,misc
2095,339,Forrest Gump (1994),environmental,2,5.0,4.0,1.0,4.0,1,0,1,0,0,1.0,misc
2096,392,Forrest Gump (1994),environmental,1,5.0,1.0,5.0,1.0,0,0,1,0,0,1.0,misc
2097,1114,Forrest Gump (1994),environmental,4,5.0,5.0,4.0,3.0,0,0,1,0,0,1.0,misc
2098,1254,Forrest Gump (1994),environmental,2,3.0,2.0,4.0,1.0,1,0,1,0,0,1.0,misc
2099,50,Batman Forever (1995),culture clash,5,4.0,5.0,3.0,3.0,1,0,1,0,0,1.0,misc
2100,798,Batman Forever (1995),culture clash,2,2.0,2.0,2.0,2.0,0,0,1,0,0,1.0,misc
2101,853,Batman Forever (1995),culture clash,4,4.0,3.0,4.0,3.0,0,0,1,0,0,1.0,misc
2102,917,Batman Forever (1995),culture clash,2,2.0,2.0,2.0,2.0,0,0,1,0,0,1.0,misc
2103,1185,Batman Forever (1995),culture clash,5,5.0,5.0,2.0,2.0,1,0,1,0,0,1.0,misc
2104,1433,Batman Forever (1995),culture clash,3,2.0,2.0,2.0,2.0,0,0,1,0,0,1.0,misc
2105,1509,Batman Forever (1995),culture clash,3,5.0,5.0,2.0,2.0,0,0,1,0,0,1.0,misc
2106,161,My Cousin Vinny (1992),culture clash,2,3.0,2.0,5.0,1.0,0,0,1,0,0,1.0,misc
2107,253,My Cousin Vinny (1992),culture clash,3,4.0,3.0,2.0,4.0,1,0,1,0,0,1.0,misc
2108,276,My Cousin Vinny (1992),culture clash,3,,2.0,3.0,3.0,1,0,1,0,0,1.0,misc
2109,292,My Cousin Vinny (1992),culture clash,5,5.0,4.0,4.0,1.0,0,0,1,0,0,1.0,misc
2110,394,My Cousin Vinny (1992),culture clash,3,4.0,2.0,2.0,2.0,1,0,1,0,0,1.0,misc
2111,441,My Cousin Vinny (1992),culture clash,2,1.0,1.0,4.0,1.0,0,0,1,0,0,1.0,misc
2112,1144,My Cousin Vinny (1992),culture clash,3,3.0,3.0,3.0,4.0,1,0,1,0,0,1.0,misc
2113,1427,My Cousin Vinny (1992),culture clash,5,3.0,4.0,5.0,4.0,0,0,1,0,0,1.0,misc
2114,1524,My Cousin Vinny (1992),culture clash,4,,,3.0,4.0,0,0,1,0,0,1.0,misc
2115,254,Ace Ventura: Pet Detective (1994),culture clash,4,4.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
2116,262,Ace Ventura: Pet Detective (1994),culture clash,3,4.0,3.0,5.0,2.0,1,0,1,0,0,1.0,misc
2117,863,Ace Ventura: Pet Detective (1994),culture clash,2,1.0,,2.0,3.0,0,0,1,0,0,1.0,misc
2118,879,Ace Ventura: Pet Detective (1994),culture clash,2,3.0,3.0,4.0,4.0,0,0,1,0,0,1.0,misc
2119,967,Ace Ventura: Pet Detective (1994),culture clash,2,4.0,3.0,4.0,3.0,0,0,1,0,0,1.0,misc
2120,981,Ace Ventura: Pet Detective (1994),culture clash,1,5.0,3.0,4.0,2.0,0,0,1,0,0,1.0,misc
2121,986,Ace Ventura: Pet Detective (1994),culture clash,3,4.0,3.0,3.0,4.0,1,0,1,0,0,1.0,misc
2122,989,Ace Ventura: Pet Detective (1994),culture clash,1,2.0,2.0,5.0,4.0,0,0,1,0,0,1.0,misc
2123,1492,Ace Ventura: Pet Detective (1994),culture clash,3,2.0,3.0,3.0,4.0,1,0,1,0,0,1.0,misc
2124,319,M*A*S*H (a.k.a. MASH) (1970),culture clash,5,4.0,3.0,4.0,4.0,1,0,1,0,0,1.0,misc
2125,317,M*A*S*H (a.k.a. MASH) (1970),culture clash,4,3.0,3.0,4.0,2.0,0,0,1,0,0,1.0,misc
2126,931,M*A*S*H (a.k.a. MASH) (1970),culture clash,5,3.0,3.0,5.0,2.0,1,0,1,0,0,1.0,misc
2127,947,M*A*S*H (a.k.a. MASH) (1970),culture clash,1,1.0,,4.0,4.0,0,0,1,0,0,1.0,misc
2128,949,M*A*S*H (a.k.a. MASH) (1970),culture clash,2,2.0,2.0,3.0,1.0,0,0,1,0,0,1.0,misc
2129,1232,M*A*S*H (a.k.a. MASH) (1970),culture clash,4,5.0,2.0,4.0,,0,0,1,0,0,1.0,misc
2130,1566,M*A*S*H (a.k.a. MASH) (1970),culture clash,2,4.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
2131,1607,M*A*S*H (a.k.a. MASH) (1970),culture clash,5,5.0,3.0,4.0,4.0,1,0,1,0,0,1.0,misc
2132,1681,M*A*S*H (a.k.a. MASH) (1970),culture clash,4,5.0,3.0,3.0,3.0,0,0,1,0,0,1.0,misc
2133,448,"Shawshank Redemption, The (1994)",culture clash,3,4.0,5.0,3.0,2.0,1,0,1,0,0,1.0,misc
2134,1115,"Shawshank Redemption, The (1994)",culture clash,5,5.0,4.0,4.0,1.0,0,0,1,0,0,1.0,misc
2135,1196,"Shawshank Redemption, The (1994)",culture clash,2,3.0,4.0,4.0,1.0,0,0,1,0,0,1.0,misc
2136,1221,"Shawshank Redemption, The (1994)",culture clash,3,4.0,2.0,3.0,4.0,1,0,1,0,0,1.0,misc
2137,1395,"Shawshank Redemption, The (1994)",culture clash,2,2.0,2.0,3.0,2.0,0,0,1,0,0,1.0,misc
2138,1410,"Shawshank Redemption, The (1994)",culture clash,3,4.0,4.0,3.0,4.0,1,0,1,0,0,1.0,misc
2139,1416,"Shawshank Redemption, The (1994)",culture clash,3,5.0,5.0,4.0,2.0,1,0,1,0,0,1.0,misc
2140,1000,"Silence of the Lambs, The (1991)",culture clash,2,4.0,2.0,4.0,4.0,0,0,1,0,0,1.0,misc
2141,1324,"Silence of the Lambs, The (1991)",culture clash,1,2.0,2.0,3.0,2.0,0,0,1,0,0,1.0,misc
2142,1394,"Silence of the Lambs, The (1991)",culture clash,3,2.0,1.0,4.0,2.0,1,0,1,0,0,1.0,misc
2143,50,Toy Story (1995),violence,5,4.0,5.0,3.0,4.0,0,1,0,0,0,0.0,objective
2144,92,Toy Story (1995),violence,5,4.0,5.0,4.0,2.0,0,1,0,0,0,0.0,objective
2145,312,Toy Story (1995),violence,1,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
2146,819,Toy Story (1995),violence,1,5.0,5.0,1.0,4.0,1,1,0,0,0,0.0,objective
2147,931,Toy Story (1995),violence,2,5.0,2.0,2.0,4.0,0,1,0,0,0,0.0,objective
2148,1202,Toy Story (1995),violence,1,5.0,5.0,5.0,1.0,1,1,0,0,0,0.0,objective
2149,1460,Toy Story (1995),violence,2,5.0,4.0,2.0,2.0,0,1,0,0,0,0.0,objective
2150,1540,Toy Story (1995),violence,1,4.0,3.0,1.0,2.0,1,1,0,0,0,0.0,objective
2151,1662,Toy Story (1995),violence,2,5.0,5.0,3.0,4.0,0,1,0,0,0,0.0,objective
2152,209,Schindler's List (1993),violence,5,4.0,4.0,4.0,4.0,0,1,0,0,0,0.0,objective
2153,301,Schindler's List (1993),violence,4,4.0,4.0,3.0,2.0,1,1,0,0,0,0.0,objective
2154,340,Schindler's List (1993),violence,4,4.0,5.0,4.0,1.0,1,1,0,0,0,0.0,objective
2155,376,Schindler's List (1993),violence,5,5.0,3.0,4.0,3.0,0,1,0,0,0,0.0,objective
2156,390,Schindler's List (1993),violence,5,1.0,1.0,4.0,4.0,0,1,0,0,0,0.0,objective
2157,381,Schindler's List (1993),violence,4,4.0,2.0,5.0,2.0,1,1,0,0,0,0.0,objective
2158,1214,Schindler's List (1993),violence,4,4.0,4.0,3.0,3.0,1,1,0,0,0,0.0,objective
2159,1243,Schindler's List (1993),violence,4,5.0,4.0,4.0,4.0,1,1,0,0,0,0.0,objective
2160,1677,Schindler's List (1993),violence,5,5.0,2.0,5.0,2.0,0,1,0,0,0,0.0,objective
2161,216,Apollo 13 (1995),violence,5,5.0,4.0,4.0,4.0,0,1,0,0,0,0.0,objective
2162,312,Apollo 13 (1995),violence,3,5.0,5.0,,3.0,0,1,0,0,0,0.0,objective
2163,678,Apollo 13 (1995),violence,2,5.0,5.0,4.0,3.0,0,1,0,0,0,0.0,objective
2164,985,Apollo 13 (1995),violence,2,4.0,4.0,4.0,2.0,0,1,0,0,0,0.0,objective
2165,1017,Apollo 13 (1995),violence,1,5.0,5.0,5.0,2.0,1,1,0,0,0,0.0,objective
2166,1607,Apollo 13 (1995),violence,1,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2167,1687,Apollo 13 (1995),violence,1,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2168,366,"Fugitive, The (1993)",violence,4,1.0,1.0,3.0,2.0,1,1,0,0,0,0.0,objective
2169,1248,"Fugitive, The (1993)",violence,4,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2170,1294,"Fugitive, The (1993)",violence,5,5.0,4.0,4.0,1.0,0,1,0,0,0,0.0,objective
2171,1352,"Fugitive, The (1993)",violence,4,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2172,1390,"Fugitive, The (1993)",violence,2,3.0,2.0,4.0,3.0,0,1,0,0,0,0.0,objective
2173,1398,"Fugitive, The (1993)",violence,5,5.0,5.0,5.0,2.0,0,1,0,0,0,0.0,objective
2174,933,Braveheart (1995),violence,1,5.0,5.0,3.0,4.0,0,1,0,0,0,0.0,objective
2175,991,Braveheart (1995),violence,4,5.0,3.0,2.0,4.0,0,1,0,0,0,0.0,objective
2176,1021,Braveheart (1995),violence,5,5.0,2.0,4.0,2.0,1,1,0,0,0,0.0,objective
2177,1031,Braveheart (1995),violence,5,5.0,5.0,5.0,4.0,1,1,0,0,0,0.0,objective
2178,1056,Braveheart (1995),violence,5,5.0,2.0,5.0,4.0,1,1,0,0,0,0.0,objective
2179,1092,"Silence of the Lambs, The (1991)",violence,5,5.0,5.0,4.0,3.0,1,1,0,0,0,0.0,objective
2180,1110,"Silence of the Lambs, The (1991)",violence,5,4.0,3.0,5.0,4.0,1,1,0,0,0,0.0,objective
2181,1114,"Silence of the Lambs, The (1991)",violence,5,5.0,5.0,4.0,3.0,1,1,0,0,0,0.0,objective
2182,1149,"Silence of the Lambs, The (1991)",violence,5,5.0,4.0,5.0,4.0,1,1,0,0,0,0.0,objective
2183,1456,"Silence of the Lambs, The (1991)",violence,5,5.0,5.0,5.0,3.0,1,1,0,0,0,0.0,objective
2184,50,"Clockwork Orange, A (1971)",satire,5,4.0,5.0,4.0,3.0,1,0,0,0,1,3.0,genre
2185,59,"Clockwork Orange, A (1971)",satire,3,5.0,3.0,3.0,2.0,0,0,0,0,1,3.0,genre
2186,75,"Clockwork Orange, A (1971)",satire,5,5.0,4.0,4.0,3.0,1,0,0,0,1,3.0,genre
2187,232,"Clockwork Orange, A (1971)",satire,1,1.0,1.0,4.0,2.0,0,0,0,0,1,3.0,genre
2188,265,"Clockwork Orange, A (1971)",satire,2,5.0,5.0,4.0,2.0,0,0,0,0,1,3.0,genre
2189,264,"Clockwork Orange, A (1971)",satire,1,3.0,1.0,5.0,2.0,0,0,0,0,1,3.0,genre
2190,268,"Clockwork Orange, A (1971)",satire,3,4.0,3.0,4.0,2.0,0,0,0,0,1,3.0,genre
2191,277,"Clockwork Orange, A (1971)",satire,5,5.0,5.0,4.0,3.0,1,0,0,0,1,3.0,genre
2192,305,"Clockwork Orange, A (1971)",satire,2,4.0,4.0,,3.0,0,0,0,0,1,3.0,genre
2193,332,"Clockwork Orange, A (1971)",satire,5,3.0,3.0,4.0,4.0,1,0,0,0,1,3.0,genre
2194,433,"Clockwork Orange, A (1971)",satire,4,5.0,5.0,3.0,1.0,0,0,0,0,1,3.0,genre
2195,1508,"Clockwork Orange, A (1971)",satire,2,5.0,5.0,3.0,1.0,0,0,0,0,1,3.0,genre
2196,1549,"Clockwork Orange, A (1971)",satire,3,5.0,5.0,4.0,4.0,0,0,0,0,1,3.0,genre
2197,1603,"Clockwork Orange, A (1971)",satire,5,4.0,4.0,5.0,1.0,1,0,0,0,1,3.0,genre
2198,1617,"Clockwork Orange, A (1971)",satire,5,4.0,5.0,5.0,3.0,1,0,0,0,1,3.0,genre
2199,1656,"Clockwork Orange, A (1971)",satire,4,4.0,4.0,4.0,3.0,0,0,0,0,1,3.0,genre
2200,63,Austin Powers: The Spy Who Shagged Me (1999),satire,3,3.0,4.0,3.0,2.0,0,0,0,0,1,3.0,genre
2201,209,Austin Powers: The Spy Who Shagged Me (1999),satire,5,5.0,5.0,4.0,3.0,1,0,0,0,1,3.0,genre
2202,248,Austin Powers: The Spy Who Shagged Me (1999),satire,3,5.0,3.0,3.0,4.0,0,0,0,0,1,3.0,genre
2203,263,Austin Powers: The Spy Who Shagged Me (1999),satire,4,5.0,3.0,3.0,4.0,0,0,0,0,1,3.0,genre
2204,282,Austin Powers: The Spy Who Shagged Me (1999),satire,5,5.0,5.0,5.0,2.0,1,0,0,0,1,3.0,genre
2205,1334,Austin Powers: The Spy Who Shagged Me (1999),satire,5,5.0,5.0,4.0,2.0,1,0,0,0,1,3.0,genre
2206,1352,Austin Powers: The Spy Who Shagged Me (1999),satire,5,3.0,3.0,4.0,2.0,1,0,0,0,1,3.0,genre
2207,1543,Austin Powers: The Spy Who Shagged Me (1999),satire,5,5.0,5.0,5.0,3.0,1,0,0,0,1,3.0,genre
2208,1610,Austin Powers: The Spy Who Shagged Me (1999),satire,5,5.0,4.0,5.0,4.0,1,0,0,0,1,3.0,genre
2209,1678,Austin Powers: The Spy Who Shagged Me (1999),satire,5,3.0,4.0,5.0,2.0,1,0,0,0,1,3.0,genre
2210,215,Fargo (1996),satire,4,4.0,5.0,3.0,4.0,1,0,0,0,1,3.0,genre
2211,391,Fargo (1996),satire,4,4.0,4.0,4.0,2.0,1,0,0,0,1,3.0,genre
2212,468,Fargo (1996),satire,5,5.0,4.0,3.0,3.0,0,0,0,0,1,3.0,genre
2213,879,Fargo (1996),satire,2,5.0,4.0,3.0,2.0,0,0,0,0,1,3.0,genre
2214,894,Fargo (1996),satire,4,4.0,3.0,2.0,2.0,1,0,0,0,1,3.0,genre
2215,1253,Fargo (1996),satire,3,5.0,2.0,3.0,3.0,0,0,0,0,1,3.0,genre
2216,305,"Silence of the Lambs, The (1991)",satire,1,4.0,4.0,5.0,3.0,1,0,0,0,1,3.0,genre
2217,1481,"Silence of the Lambs, The (1991)",satire,1,5.0,3.0,1.0,2.0,1,0,0,0,1,3.0,genre
2218,1524,"Silence of the Lambs, The (1991)",satire,1,3.0,3.0,2.0,4.0,1,0,0,0,1,3.0,genre
2219,875,American Beauty (1999),satire,4,5.0,4.0,4.0,3.0,1,0,0,0,1,3.0,genre
2220,988,American Beauty (1999),satire,4,5.0,4.0,4.0,4.0,1,0,0,0,1,3.0,genre
2221,992,American Beauty (1999),satire,4,5.0,4.0,3.0,4.0,1,0,0,0,1,3.0,genre
2222,999,American Beauty (1999),satire,3,3.0,2.0,3.0,2.0,0,0,0,0,1,3.0,genre
2223,1032,American Beauty (1999),satire,4,3.0,4.0,5.0,3.0,1,0,0,0,1,3.0,genre
2224,1167,American Beauty (1999),satire,5,5.0,5.0,4.0,2.0,0,0,0,0,1,3.0,genre
2225,1425,American Beauty (1999),satire,2,4.0,2.0,2.0,4.0,0,0,0,0,1,3.0,genre
2226,1060,"Shawshank Redemption, The (1994)",satire,4,5.0,5.0,4.0,3.0,0,0,0,0,1,3.0,genre
2227,1092,"Shawshank Redemption, The (1994)",satire,3,2.0,2.0,4.0,1.0,1,0,0,0,1,3.0,genre
2228,50,Fight Club (1999),dystopia,5,5.0,4.0,4.0,3.0,1,0,1,0,0,1.0,misc
2229,318,Fight Club (1999),dystopia,4,3.0,2.0,4.0,3.0,0,0,1,0,0,1.0,misc
2230,357,Fight Club (1999),dystopia,5,4.0,4.0,5.0,3.0,1,0,1,0,0,1.0,misc
2231,944,Fight Club (1999),dystopia,2,5.0,4.0,2.0,3.0,0,0,1,0,0,1.0,misc
2232,985,Fight Club (1999),dystopia,5,4.0,3.0,5.0,4.0,1,0,1,0,0,1.0,misc
2233,1140,Fight Club (1999),dystopia,4,5.0,4.0,3.0,2.0,0,0,1,0,0,1.0,misc
2234,1679,Fight Club (1999),dystopia,5,5.0,5.0,5.0,3.0,1,0,1,0,0,1.0,misc
2235,312,Forrest Gump (1994),dystopia,2,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
2236,1061,Forrest Gump (1994),dystopia,4,4.0,4.0,4.0,3.0,0,0,1,0,0,1.0,misc
2237,1317,Forrest Gump (1994),dystopia,1,4.0,4.0,5.0,2.0,1,0,1,0,0,1.0,misc
2238,1383,Forrest Gump (1994),dystopia,3,4.0,3.0,2.0,2.0,0,0,1,0,0,1.0,misc
2239,1388,Forrest Gump (1994),dystopia,1,4.0,4.0,4.0,2.0,1,0,1,0,0,1.0,misc
2240,381,Independence Day (a.k.a. ID4) (1996),dystopia,5,3.0,3.0,5.0,3.0,1,0,1,0,0,1.0,misc
