UID,tag,familiar,how_often,first,second,third
388,mockumentary,2,2,mock,documentary,comedic
388,disturbing,5,3,unpleasant,disconcerting,distressing
388,martial arts,5,3,Karate,Kung Fu,Taekwondo
388,horror,5,4,fear,terror,fright
388,mafia,5,2,crime,organization,dangerous
388,boring,5,2,dull,uninteresting,monotonous
388,comic book,4,2,graphic,funny,fantasy
388,unique,5,2,different,uncommon,particular
388,space,5,3,universe,planets,aliens
388,time travel,5,2,past,future,present
407,time travel,5,5,another era,past,future
407,prison,5,2,criminals,jail,confinement
407,stylized,3,2,abstract,non conform,decorative
407,space,5,3,universe,planets,extraterrestrial
407,philosophical,3,2,underlying conduct,thought,knowledge
407,bittersweet,4,3,happy sad,good bad,warm cold
407,christmas,5,5,Christ's birthday,warm cozy,carols
407,animation,5,5,computer,fun,happy
407,disturbing,5,2,scary,inhumane,psychotic
407,holocaust,5,5,Germany,concentration camps,evil
400,funny,5,5,humerous ,comic,droll
400,animation,5,5,comic,drawing,colorful
400,war,2,2,conflict,discord,disharmony
400,atmospheric,5,5,natural, meteorological,environmental
400,romance,5,5,affair,love ,fling
400,christmas,5,5,joyful,greetings,happy
400,horror,3,3,panic,terror ,fear
400,musical,5,5,melody,harmony,genre
400,pirates,5,5,brigands,hijackers,robbers
409,superhero,5,5,supernatural power,save the world ,villian
409,quirky,4,3,weird,comedy,unconventional
409,self discovery,5,4,inspiration,self growth,journey
409,boring,5,2,waste of time,dull,not interesting
409,animation,5,5,Fun,Colorful,story
409,tense,5,3,thriller,anxious,stress
409,cyberpunk,5,3,edgy,futuristic,action
409,holocaust,5,3,death,sorrow,genocide
409,plot twist,5,3,surprise ending,unexpected,bombshell
433,drugs,4,3,getting high,pot,addiction
433,war,4,4,weapons,deaths,warriors
433,insanity,4,4,psychiatric,madhouse,adrenaline
433,unique,5,5,magical,inspiring,one in a kind
433,social commentary,4,4,people,social,studies
433,satire,5,5,mocking,ugly truth,laugh
433,holocaust,5,3,death,nazists,war
433,mystery,5,5,shady,interesting,murders
433,martial arts,5,4,eastern,karate,judo
439,funny,5,5,"It's true that we don't know what we've got until we lose it, but it's also true that we don't know what we've been missing until it arrives.","""The only way to keep your health is to eat what you don't want, drink what you don't like, and do what you'd rather not","Always remember: you're unique, just like everyone else"
439,adventure,5,5,experience,adventursome,enterprise
439,martial arts,5,5,karate,akido,judo
439,film noir,5,4,cynical,flashbacks,lightining
439,romance,5,4,affectin,amativeness,fancy
439,fantasy,4,5,play,pretend play,dramatic play
439,cyberpunk,4,5,artificial intelligence, cybernetics,juxtaposed
439,art house,5,5,Assemblage,Avant-garde,brushwork
439,pirates,4,5,eyepatch,hook hand,peg leg
441,existentialism,1,-1,individual,free,agent
441,funny,5,5,humorous,cheerful,giddy
441,historical,2,2,era,time,eons
441,stupid,5,5,corny,dumb,clumsy
441,horror,5,5,scary,frightening,terrifying
441,culture clash,1,1,clash,cultural,stupid
441,surreal,2,2,imaginery,unreal,fantasy
441,pirates,5,5,peg leg,treasure,parrots
441,martial arts,5,5,kungfu,karate,jujitsu
441,humorous,5,5,funny,laughing,smiling
436,hallucinatory,3,4,dream,feeling,day dream
436,fantasy,3,5,magical creatures,fairies,superheroes
436,environmental,3,4,climate,deforestation,drought
436,culture clash,3,5,cultivation,cultural shock,production
436,india,2,4,culture,farming,functions
436,suspense,3,-1,secret,surprise,silence
436,pirates,5,4,sea,knife,black
436,serial killer,4,5,knife,blood,psycho
436,social commentary,3,4,law,justice,truth
436,holocaust,4,3,disaster,distruction,devastation
447,comedy,-1,3,Rom-com,Humour,Good times
447,robots,5,2,Ultron,R2 D2,AI
447,funny,5,4,Comedy,Fun,Laughing
447,surreal,5,4,Fantasy,Sci-fy,Marvel
447,original,5,-1,New,Script,Nee concept
447,romance,5,3,Romantic,Romantic comedy,Impossibly high standards
446,prison,4,3,Beef,Back door parole,Bug
446,superhero,5,5,guardian,savior,superman
446,surreal,4,4,\tpeculiar,phantasmagoric,unreal
446,unique,3,4,Halfpace,Supine ,Gobbledygook
446,artistic,4,3,aesthetic,absorbing,acclaimed
446,martial arts,5,4,Kung Fu,Karate,Krav Maga
446,animation,5,4,Bane of my life,Lead a charmed life,Beat the living daylights
446,horror,4,4,Be afraid,Save your tears,We all float down here
446,india,5,5,freedom,army,independent
448,culture clash,4,5,political, social satire., beliefs 
448,cyberpunk,5,4,science fiction, high tech, artificial intelligence
448,hallucinatory,3,3,dream, fancy,illusion
448,pirates,3,3,Theif,hook hand,. buried treasure.
448,stylized,4,4, stylized flowers,highly stylized look.,stylized version
448,romance,4,4,love,relationship,affection
448,comedy,3,3, humor,    funniness,comicality
448,predictable,3,3, anticipated,unsurprising,be expected
448,western,4,4,To be caught in a bad situation., High class; upscale, Chow
448,mystery,4,4,riddle,secrecy,mystification
450,romance,5,4, blind date ,Love at first sight , Puppy love 
450,western,5,4,cowboy,wonder,fight
450,futuristic,5,4,current,avant-garde, contemporary
450,comic book,4,5,Splash.,Spread,Caption
450,religion,4,5,devout,spiritual, holy
450,comedy,5,5,fun,satire.,humor
450,animation,5,4,Digital animator,Graphic illustrator, Multimedia 
450,historical,4,5,traditional, chronicled,true
450,fantasy,5,4,daydream,deception.,blunder.
456,prison,4,4,escape,thriller,sad
456,animation,5,5,quick,doodle,pencil
456,holocaust,5,4,war,bleak,depression
456,christmas,5,5,holiday,family,winter
456,space,5,5,moon,spaceship,alien
456,aliens,4,4,creatures,deep space,shuttle
456,horror,5,5,graphic,spook,intense
456,romance,5,5,sweet,heartwarming,love
456,art house,5,5,avant garde,minimal,contemplation
461,hilarious,5,3,comical,laughing,funny
461,inspirational,5,4,history,blessed,memories
461,stupid,5,2,jokes,dumb,crazy
461,stylized,2,2,fashionable,iconic,different
461,pirates,4,3,boats,water,plank
461,horror,5,5,scary,victims,killer
461,aliens,3,3,space,tiny,scary
461,romance,5,5,love,affection,endearing
468,original,5,4,real,good,natural
468,animation,5,5,anime,animator,flim
468,stylized,5,5,styzie,stylus,stymie
468,thriller,5,4,allegory,alter ego,ballad
468,atmospheric,5,5,air,gas,carbon dioxide
468,holocaust,5,4,holo,holoca,holocast
468,musical,5,5,musical, play,pop
468,christmas,4,5,jesus,christ,xmas
468,western,5,4,west,westerly,spoor
468,satire,5,4,sati,satiery,sat
495,comedy,5,5,Laughing,Sarcasm,Time kill
495,romance,5,3,Cliche,Time kill,with girlfriend
495,stylized,5,5,new prespective,out of box,something new
495,inspirational,-1,-1,Cliche,Sometimes motivating,Thinking out of the box
495,sci-fi,5,5,New prespective,Funny,Futuristically relatable
495,mockumentary,5,5,Just a time kill,Small laughs ,Fun with friends
495,social commentary,5,5,Boring,Only few are good,will watch when in a serious mood
495,overrated,1,1,I haven't watched any over rated moveis,I haven't watched any over rated moveis,I haven't watched any over rated moveis
495,stupid,5,5,Quick laugh,Fun With friends,TIme kill
603,mockumentary,5,3,comedy,controversial,iconic
603,futuristic,5,2,robots,space,speculative
603,robots,5,2,metal,mechanical,autonomous
603,disturbing,5,4,violence,injustice,war
603,philosophical,4,3,thoughtful,questioning life,academic
603,world war ii,5,3,violence,germany,nazi
603,drama,5,4,fiction,romance,period
603,plot twist,3,2,surprise ending,unexpected,annoying
603,stupid,5,4,slapstick,silly,comedy
636,comic book,5,5,Superhero,Funny,Easy
636,india,4,3,Bollywood,Asia,Delhi
636,world war ii,5,5,Nazi,Germany,Allied
636,war,4,4,World,Iraq,Afghanistan 
636,atmospheric,4,5,Comedic,Easy watching ,Relax
636,plot twist,5,4,Surprised,Thought-provoking ,Mind blowing
636,thought-provoking,4,4,Universe,Plot twist,Space
636,artistic,4,5,Grammy,Visual,Sad
636,insanity,4,4,Jail,Mind loosing,Help
636,space,4,5,Space Station,Rocket ,Gravity 
708,justice,5,4,guilty,law,injustice
708,thriller,5,5,mystery,suspence,adults
708,hallucinatory,5,4,drugs,illusion,unreal
708,surreal,5,5,dream,mind,time jumps
708,sci-fi,3,3,robots,future,fiction
753,christmas,5,2,present ,Novelty,adornment
753,inspirational,5,5,Resilience,courage,Grit
753,prison,2,2,Suffering,strangeness,evil
753,hallucinatory,3,3,Drugs,strangeness,fear
753,twists & turns,3,3,Resiliency,differentiation,transformation
753,humorous,3,3,Jokes,funny,laughs
753,tense,3,3,Language,action,aspiration
753,social commentary,3,3,Interaction,transformation,application
753,disturbing,3,4,Fear,suspense,fiction
678,violence,5,5,Punch line,Shoot off your mouth,Slap in the face
678,cyberpunk,4,3,Inhuman,Hallucination,Digital immortality
678,stylized,3,2,No details,exaggeration,disturbing
678,christmas,5,4,Holiday,Family,Happiness
678,environmental,4,3,Nature,Documentaries,Learning
678,plot twist,4,3,Shift from a story to another,More characters,Elements in common
678,musical,5,4,Sing songs,Dancing,Musical arrangement
678,thriller,5,4,Suspance,Shootings,Mistery
678,historical,5,4,War and Army,Discoveries,Historical events
678,martial arts,4,2,Japanese arts,Black belt,Teaching and discipline
778,animation,5,4,fun,kids,happiness
778,superhero,5,5,protection,fun,current
778,overrated,5,4,diversity,current,required
775,social commentary,5,5,behavior, relationship,feeling
775,funny,5,5,comedy,funny,Light
775,aliens,5,5,universe, non-human,conflict
775,comic book,5,5,fantasy,super power,protection
775,nonlinear,4,4,interesting,critical,dramatic
775,insanity,4,4,behavior,conflict,critical
775,thriller,4,4,mistery,fear,pain
775,mockumentary,3,2,fiction,criticial,sarcasm
798,drama,5,5,emotion,crying,intense
798,mockumentary,3,2,false,overkill,bad filming
798,robots,1,2,technology,innovation,war
798,plot twist,3,4,surprise,emotion,unexpected change
798,action,4,5,fight,surprise,good story
798,culture clash,2,2,interesting,preconception,emotion
798,tense,4,4,surprise,anguish,surprising ending
798,space,1,2,innovation,funny,interesting
777,atmospheric,5,4,Ambiance,Mood,Aura
777,great soundtrack,5,5,Beautiful music,Rhythm,Classical
777,justice,5,5,Fairness,Equity,Magistrate
777,end of the world,5,5,Culmination,Armageddon,Doomsday
777,prison,5,5,Jail,Penitentiary,Dungeon
777,superhero,5,5,Champion,Model,Warrior
777,stylized,5,5,Exaggerated,Inflated,Exalted
777,space,5,5,Spaciousness,Universe,Interval
777,world war ii,5,5,The great Patriotic War,World War I,Second World Ward
777,predictable,5,5,Anticipated ,Expected,Obvious
831,superhero,5,5,saving,powers,marvel
831,twist ending,5,5,psych,cliff hanger,teaser
831,witty,5,5,funny,comical,fast
831,mystery,5,5,detective,murder case,man hunt
831,world war ii,5,5,explosives,trauma,rashion
831,space,5,5,dark matter,galaxy,universe
831,visually appealing,5,5,aesthetic,physical,tangible
831,time travel,5,5,time machine,past,future
831,overrated,5,5,seen before,done already,reused
843,social commentary,5,2,Critical,Thoughtful,Symbolic
843,religion,5,2,Symbolic,Serious,Risky
843,futuristic,5,5,Mechanical,Space,Robot
843,musical,5,1,Annoying,Bad,Lame
843,plot twist,5,3,Surprising,Tricky,Unexpected
843,atmospheric,5,3,Ambient,Dark,Broody
843,nonlinear,5,2,Disjointed,Fragmented,Staggered
843,mystery,5,2,Sleuth,Unknown,Danger
843,historical,5,2,Past,Factual,Real
843,quirky,4,3,Silly,Funny,Unusual
819,superhero,5,5,rescuer,fighter,guadian
819,philosophical,5,5,thoughtfull,ethetics,logical
819,violence,5,5,assault,terrorism,crually
819,nonlinear,5,5,motivative,honest,friendly
819,visually appealing,5,5,graphic,vivid,illustraion
819,dystopia,5,5,disaster,loss,control
819,insanity,5,5,dementia,mania,rage
819,musical,5,5,amusement,relaxation,beauty
819,world war ii,5,5,cruel,sad,loss
851,overrated,5,3,over hyped,not work the rating,not as advertised
851,futuristic,5,2,the way ahead,most future rich,technically sound
851,adventure,5,2,good movie to watch along,gives a different way of entertainment,which is adventurous
851,predictable,5,4,can be predicted easily,easily described before that scene,story is known before revealing
851,philosophical,4,1,words more than action,which explains the life leasons,teaches the meaning of life
851,disturbing,5,4,cant be watched,cant tolerate,it is unacceptable to see how life goes
851,musical,5,4,smooth as it goes,soothing the ears,can be watched pleasently
853,culture clash,4,3,Exciting ,Fun,Action
853,predictable,4,3,Change,Uncertain ,Crazy
853,drama,4,3,Gossip ,Talk,Excited 
853,robots,3,3,Machine,Metal ,Parts
853,cyberpunk,3,4,Mean,Bully,Punk
853,social commentary,3,3,Talk,Talking ,Speaking 
853,original,4,4,Ordinary ,Normal ,Origin
853,drugs,3,3,Pills ,Medication ,Medicine 
853,insanity,3,2,Crazy,Silly,Obnoxious 
853,adventure,3,3,Action,Thrilling ,Adventurous 
863,tense,5,2,frightened,anxious,nail-biting
863,musical,5,1,annoying,over the top,extra
863,culture clash,1,-1,I don't know what it is,I can't really answer this,confused
863,robots,5,4,funny,automatic,dangerous
863,thought-provoking,5,3,intriguing,interesting,eye-opening
879,mystery,4,4,intrigue,questions,uncertainity
879,futuristic,5,5,sci-fi,technology,space
879,animation,5,4,cartoon,cgi,family
879,atmospheric,3,3,ambience,environment,cinematic
879,war,5,5,conflict,battle,military
879,environmental,4,3,nature,land,water
879,culture clash,3,3,shock,out of element,different
879,mockumentary,5,3,documentary,joke,satire
879,justice,4,4,righteous,law,morals
879,satire,5,4,parody,humor,wit
881,sci-fi,1,1,Science,Fiction ,Lab
881,aliens,5,2,UFO ,Space,Creep
875,india,5,5,traffic,buddhist religion,Gange
875,cyberpunk,5,3,games,neon,cybernetics
875,great soundtrack,5,4,Ennio Morricone,Just once in my life,Whitney Houston
875,mafia,5,4,weapons,Gomorra,crimes
875,satire,5,4,to laugh,exhilarating,The Tonight Show
875,environmental,5,5,documentary,nature,ecological
875,art house,5,5,antiques,paintings,Sotheby's
875,inspirational,5,4,art,movie,color
875,drugs,5,4,crystal meth,money,addiction
875,historical,5,5,black and white,dictators,The patriot
894,satire,4,3,funny,sarcasm,joke
894,western,3,3,west,cowboy,horse
894,serial killer,3,3,scary,murder,danger
894,predictable,3,3,see,known,already
901,quirky,5,4,abnormal,uncommon,unique
901,atmospheric,4,5,having or giving an atmosphere,produced by,relating to
917,historical,5,4,old fashioned costume,old guns,less modern vehicles
917,original,4,3,new,never seen before,overwhelming
917,philosophical,5,4,teaching,a good message,behaviour
917,unique,5,5,out of the box,crazy,newest
917,tense,3,2,confused,war,politics
917,aliens,5,4,non human things,unusual spaceships,unique costume
917,atmospheric,5,2,green,environment,river
917,plot twist,5,5,suspense,thriller,betray
917,quirky,5,2,weird,comedy,active
917,culture clash,2,2,different thoughts,brainstorming,powerful villain 
927,tense,5,2,Interstellar,Inception,Dark Knight
927,justice,5,2,Superman,Batman,Captain America
927,historical,5,3,Greece,Italy,War
927,serial killer,5,1,Hannibal lecter,Murder,Blood
927,western,5,1,Shane,Clint Eastwood,Logan
927,robots,5,4,Artificial intelligence,Machine learning,Boston Dynamics
927,cyberpunk,5,3,Flying cars,Neon light,Apocalypse
927,artistic,5,4,Aesthetic,Visually-pleasing,Feel good
927,philosophical,5,4,Thoughts and ideas,Plato,Deep
927,hallucinatory,5,1,LSD,Rock and Roll,Drugs
929,mystery,5,2,Solve,Crime,Police
929,space,5,2,Alien,Science ,Planet
929,prison,5,2,Jail,Criminal ,Bad
929,film noir,-1,-1,Unknown ,Confused,Unrefined 
929,philosophical,5,4,Thoughtful,Deep,Meaningful 
929,justice,5,2,Crime ,Lawyer,Judge
931,war,5,3,Armed conflucy,Platoon of soldiers ,Casualties of war
931,world war ii,5,4,Nazi Germany ,Pearl harbor,D-day
931,bittersweet,5,3,Joy of victory  at a costume ,Bar of chocolate,Good and bad
931,artistic,5,4,Surrealism ,Water colors,Portraits 
931,mafia,5,3,The godfather,"Sicily, italy",Crime family
931,funny,5,5,Laughter,Slapstick,Practical jokes
931,drugs,5,3,Illegal,Addiction,Prescriptions 
931,inspirational,5,5,Triumph over adversity,Bear the odds ,Standing tall
931,violence,5,2,Bloodshed,Gory,Mayhem
931,culture clash,3,3,Generation gap,Old school,Melting pot
934,atmospheric,3,3, special feeling,mysterious, especially
934,boring,5,1,tedious,bothersome,tiring
934,musical,5,2,cheered up,acquainted,loud
934,action,5,2,rough,fierce,violent
934,adventure,4,4,audacity,bravery,valor
934,witty,5,3,modern,realistic,practical
934,humorous,5,5,funny,laughter,happiness
934,art house,1,2,intelligent,cult,Really
934,tense,5,1,fear,mystery,violence
934,world war ii,4,3,violence,blood,weapons
933,visually appealing,5,5,magnificent,visually attractive,best for eye
933,culture clash,1,-1,conflicts,clashes between parties,conflict between culture
933,bittersweet,5,5,touching ,pathetic,impressive
933,film noir,2,5,crime drama,dark  film,flash back crime drama
933,aliens,5,5,foreigner,imigrant,stranger
933,atmospheric,1,1,climatic,weather,meteorological
933,social commentary,4,5,public comment,cultural commentary,racial commentary
933,quirky,5,4,strange,weird,unusual
933,violence,5,5,wildness,assault,ferocity
933,thought-provoking,4,5,challenging,inspirational,fascinating
943,serial killer,5,5,evil,crazy,terrifying
943,futuristic,5,5,interesting,visual,fun
943,musical,5,5,singing,dancing,fun
943,christmas,5,5,family,joy,Jesus
943,war,5,5,sad,graphic,realistic
943,atmospheric,1,-1,moody,mysterious,intriguing
943,mockumentary,5,4,realistic,interesting,relatable
943,philosophical,4,5,intriguing,bold,mysterious
943,existentialism,4,4,wild,bold,interesting
942,atmospheric,-1,2,family,drama,comprehensive
942,historical,5,5,weather,past,real
942,world war ii,5,4,war,deaths,destruction
942,sci-fi,5,5,fantasy,unreal,entertaining
942,tense,-1,-1,current,past,future
942,dystopia,-1,-1,chaos,weird,destruction
942,insanity,4,2,chaos,bewilderment,dementia
942,twist ending,5,4,dementia,bewilderment,intrigue
942,predictable,5,5,provided,known,expected
947,musical,5,5,songs,dancing,happy
947,adventure,5,3,swashbuckling,fighting,danger
947,overrated,4,2,boring,dull,unpleasant
947,romance,5,3,corny,unrealistic,sappy
947,boring,5,1,dull,dumb,too long
947,artistic,1,-1,painting,creative,colorful
947,original,4,3,unique,special,surprising
947,culture clash,1,-1,fights,insulting,unknown
947,historical,5,4,period,costumes,ancient
944,dystopia,5,4,future,tragedy,suffering
944,social commentary,4,4,society,interactions,world
944,historical,5,2,wars,history,real facts
944,atmospheric,1,2,vibe,background,feeling
944,insanity,3,3,violence,behaviour,mind
944,visually appealing,3,3,color palette,setting,light
944,hallucinatory,3,2,drugs,trip,crazy
944,sci-fi,5,2,science,space,aliens
944,action,5,2,heroes,guns,bombs
944,disturbing,3,2,gore,blood,violence
950,historical,4,2,period piece,regency,war
950,robots,4,4,ai,android,science fiction
950,thriller,1,1,scary,on the edge of your seat,stressed
950,thought-provoking,3,3,long pauses,interesting,fascinating
950,animation,5,5,medium,drawn,stories
950,stupid,1,1,comedy,jokes,bad
950,aliens,5,5,sci fi,science,aliens
950,sci-fi,5,4,science,aliens,fun
950,quirky,3,2,comedy,weird,idk
950,funny,3,3,comedy,weird,story
949,serial killer,4,2,horrible,scary,afraid
949,culture clash,2,2,classic,western,English
949,sci-fi,5,5,robot,imagination,fantasy
949,war,3,2,fight,sword,soldier
949,historical,2,2,history,place,culture
949,quirky,2,1,ugly,hate,stupid
949,western,4,4,dance,drink,sex
949,end of the world,4,3,sea,water,dying
949,futuristic,5,5,computer,future,time travel
958,aliens,5,5,EXTRATERRESTRIAL,unknown,exotic 
959,social commentary,4,3,social ,life,commentary
959,insanity,4,4,Unbelievable,Insane,shocking
959,western,5,5,western ,life,culture
959,funny,5,5,fun,comedy,laughter
959,end of the world,5,5,apocalypse,war,ending
959,inspirational,5,5,inspiration,motivation,struggle
959,philosophical,4,3,Philosophy ,life,idea
959,prison,4,3,prisoner,prison,jail
959,mystery,4,3,mystery,truth,incident
961,boring,5,2,lame,slow,quiet
961,suspense,5,5,exciting,intriguing ,awesome
961,serial killer,5,4,evil,scary,bloody
961,insanity,4,2,crazy,scary,mental
961,aliens,5,1,real,scary,here
961,existentialism,4,2,freedom,feeling,will
961,self discovery,4,3,finding,soul,fate
961,action,5,5,exciting,loud,violent 
961,romance,5,5,love,sex,passion
952,holocaust,5,3,Death,Violence,Nazism
952,historical,5,2,Ancient,Archaic,Antique
952,atmospheric,4,4,Ambient,Surrounding,Environmental
952,stylized,5,4,Fashion,Vogue,Colorful
952,sci-fi,5,5,Technology,Machines,Future
952,insanity,4,4,Crazy,Lunatic,Mad
952,humorous,5,5,Funny,Entertaining,Laugh
952,mockumentary,3,2,Fake,Documentary,Falsification
952,quirky,4,4,Specific,Different,Unique
952,artistic,5,4,Theatrical,Capricious,Cultural
960,futuristic,5,2,intergalactic,space-age,cyber
960,art house,5,2,arty ,hippie,gothic
960,suspense,5,4,thriller,mystery,edgy
960,plot twist,5,4,unexpected,surprising,roller coaster ride
960,quirky,5,2,zany,weird ,madcap
960,western,5,1,old west,cowboy,frontier
960,documentary,5,5,reality,truth,actuality
960,mystery,5,4,suspense ,thriller ,shadowy
960,twist ending,5,5,plot twist ,unexpected plot twist,180 degree turn at the end
960,mockumentary,5,3,fake documentary ,parody ,humorous take on the truth
956,steampunk,4,4,The time machine,Van Helsing,Sherlock Holmes: A Game of Shadows
956,inspirational,5,5,War Room,I Still Believe ,The Grapes of Wrath
956,bittersweet,4,3,The Man in the Moon ,Gilmore Girls,Heaven Can Wait
956,great soundtrack,5,5,The Heiress ,Aaron Copland Beyond the Forest, Max Steiner Champion 
956,serial killer,5,5,Hannibal ,Halloween,Jamie Dornan 
956,futuristic,5,5,Matrix,Watchmen ,Ballads and Blues
956,war,2,2,Star wars ,none,none
956,visually appealing,5,5,Matrix,Star treck,whatchman
956,nonlinear,1,1,none,none,none
956,time travel,5,5,12 monkeys,Time machine,A Wrinkle in Time 
972,action,5,5,fighting,racing,shooting
972,documentary,5,5,real,true,happened
972,war,5,2,battle,history,sad
972,hallucinatory,5,2,visuals,imagination  ,drugs
972,western,5,2,horses,shoot outs,guns
972,time travel,5,4,future,past,fix
972,disturbing,5,2,gore,frightening,violence 
972,humorous,5,5,comedy,funny,jokes
972,stupid,5,5,corny,dumb,bad
972,sci-fi,5,5,alien,ghost,creatures
973,funny,3,4,kickout,timeup,takein
977,existentialism,5,5,ending,eternity,life
977,thought-provoking,5,5,engaging,analytiscal,thoughtful
977,documentary,5,5,real,reality,life
977,twists & turns,5,5,jurassic park,training day,zelda
977,atmospheric,5,5,earth,voyage,become
967,end of the world,5,3,catastrophe,disaster,devastation
967,boring,5,3,monotonous,uninteresting,tedious
967,bittersweet,4,4,touching,sentimental,affecting
967,justice,5,3,egalitarianism,equity,fairness
967,stupid,5,3,foolish,silly,idiotic
967,visually appealing,5,3,fascinating,captivating,engaging
967,tense,5,2,restless,edgy,apprehensive
967,nonlinear,4,2,chaotic,irregular,unsystematic
967,culture clash,4,3,cultural difference,diverging attitudes,subcultures
967,western,5,5,cowboy,oater,occidental
985,twists & turns,5,4,surprise,unique,exciting
985,dystopia,4,3,cold,future,bland
985,disturbing,4,4,scary,bloody,nasty
985,thought-provoking,4,4,intelligent,exciting,bold
985,social commentary,3,3,twitter,internet,facebook
985,robots,4,4,future,cold,metal
985,violence,4,4,bloody,knife,gun
985,comedy,5,5,laugh,smile,happy
985,original,5,5,unique,different,exciting
985,hilarious,5,5,funny,happy,smile
981,film noir,5,4,femme fatale,Los Angeles,detective
981,nonlinear,5,4,fragmented,flashbacks,meta
981,culture clash,5,3,foreigner,misunderstanding,East meets West
981,disturbing,5,4,horror,turmoil,upsetting
981,aliens,5,3,UFO,invasion,spaceship
981,hilarious,5,4,comedian,funny,enjoyable
981,end of the world,5,2,apocalypse,zombies,collapse of society
981,great soundtrack,5,3,Classic songs,Good bands,Score
981,hallucinatory,4,3,trippy,drugs,strange
981,cyberpunk,5,3,urban,fashion,future
988,social commentary,5,3,society,critique,discussion
988,quirky,5,2,unusual,strange,niche
988,satire,5,4,comical,cartoonish,funny
988,original,5,3,new,unique,fresh
988,insanity,5,2,crazy,bonkers,bananas
988,dystopia,5,4,dark,menacing,forlorn
988,robots,5,3,mechanical,bionics,artificial
988,philosophical,5,4,thoughtful,smart,wise
988,sci-fi,5,5,science,physics,technology
988,justice,5,2,courts,system,fairness
984,self discovery,5,1,woke,finding yourself,finding your voice
984,bittersweet,4,3,sad,sort of happy,confusing
984,mystery,5,4,shocking,who did it,adventure
984,serial killer,5,1,i hate it,scary,dont want to see
984,existentialism,2,2,aliens,human existnece,free choice
984,romance,5,5,Love ,love story,Outlander
984,futuristic,5,5,Back to the future,Space,technology
984,comedy,5,4,funny,laughing,out of the moment
984,artistic,5,3,hard to follow,rough,beautiful
987,mafia,5,5,italian,sicily,soprano
987,superhero,5,5,flying,spiderman,batman
987,existentialism,5,5,meaning,purpose,death
987,futuristic,5,5,sequencing,genome,technology
987,self discovery,5,5,inward,meditation,emotional
987,film noir,5,5,ominous,foggy,dark
987,drama,5,5,emotional,crying,intense
987,twist ending,5,5,surprise,rug pull,Arlington Road
987,disturbing,5,5,Human centipede,gross,gory
995,mockumentary,5,3,funny,satire,enjoyable
995,twists & turns,4,3,surprise,clever,rewatchable
995,documentary,5,4,biased,interesting,thourghtful
995,prison,4,2,sad,dangerous,blah
995,comedy,5,3,funny,amusing,silly
995,futuristic,5,4,cool,modern,scifi
995,artistic,5,4,independent,different,awards
995,great soundtrack,5,4,involving,emotional,awesome
976,nonlinear,3,4,different,unstable,contradictory
976,pirates,4,4,thief,adventurous,dangerous
976,aliens,4,4,ET,different,ugly
976,twists & turns,3,3,changes,news,different
976,hallucinatory,3,4,surreal,Crazy,funny
976,tense,4,4,language,grammar,verb
976,disturbing,4,4,dangerous, fear ,horror
976,witty,4,4,funny, friendly ,spiritual
976,mockumentary,4,4,falsehood, lie, deceitful
975,steampunk,5,4,Mechanical ,Science ,Creative 
975,world war ii,5,5,Vietnam ,China,American 
975,mockumentary,4,3,Documentary ,Non real ,History 
975,nonlinear,4,3,Scientists ,Creative ,Studying 
975,adventure,5,5,Moving,Travel,Mystery 
975,suspense,4,4,Nervous,Anxious ,Afraid 
975,aliens,5,5,UFO,Galaxy,Planet 
975,twists & turns,4,3,surprising,curves,plot
975,artistic,5,4,Talented ,Creative ,Music 
983,humorous,5,2,Funny,Laugh,Comedy
983,surreal,1,1,Unbelievable,Bizarre,Unusual
983,funny,3,2,Giggle,Humor,Guffaw
983,great soundtrack,3,3,Music,Symphony,Orchestra
983,end of the world,3,3,Apocalyptic,Change,Omega
983,robots,2,2,Android,Cyborg,Robotic
983,overrated,3,5,Oversold,Hyped,Boastful
983,social commentary,2,2,Documentary,Life,Relatable
983,drugs,5,1,Narcotics,Addicts,Junkies
983,bittersweet,3,2,Sad,Sorrow,Cry
986,hallucinatory,4,2,perception,seeing,intoxication
986,plot twist,5,5,unexpected,surprised,turning point
986,twists & turns,5,5,changes,differences,directions
986,world war ii,5,2,history,educational,past
986,culture clash,4,3,different,unique,odd
986,historical,5,2,past,nonfiction,realistic
986,superhero,5,4,fiction,unreal,idol
986,artistic,5,1,boring,educational,careful
986,thriller,5,3,horror,scary,on edge
986,original,4,3,basic,new,novel
999,dystopia,2,2,fake,not real,fantasy
999,adventure,5,5,fun,exciting,new
999,disturbing,5,2,scary,dark,horror movie
999,historical,5,3,civil war,revolutionary,american
999,sci-fi,5,2,not real,technology,nerdy
999,thriller,5,3,exciting,real life,murder
999,social commentary,4,4,outside looking in,pop culture,music
999,twist ending,5,3,unexpected,scary,nail biting
999,drugs,5,2,poor,dirty,addiction
999,satire,3,2,funny,not real,dorky
989,self discovery,5,2,childhood,romance,success 
989,justice,5,4,crime,hero,villain 
989,martial arts,5,3,fighting ,violence  ,cool 
989,futuristic,5,4,space,technology,robots
989,war,5,5,death,guns,shooting
989,existentialism,3,2,humans,life,purpose
989,thriller,5,4,scary ,darkness,running
989,culture clash,2,2,society,serious,life
989,overrated,5,1,boring,dumb,bad
1001,disturbing,5,5,Sickening,Upsetting,Gross
1001,funny,5,2,Hilarious,Silly,Comedy
1001,comic book,5,5,Avengers,Drawings,Superhero
