UID,movie,tag,rating,easy
1008,Star Wars: Episode VI - Return of the Jedi (1983),space,5,Strongly agree
1008,Forrest Gump (1994),superhero,2,Agree
1008,True Lies (1994),end of the world,1,Agree
1008,Brazil (1985),hallucinatory,5,Agree
1004,Jurassic Park (1993),bittersweet,1,Strongly disagree
1004,Star Wars: Episode VI - Return of the Jedi (1983),robots,5,
1004,"Silence of the Lambs, The (1991)",stupid,1,Strongly disagree
1004,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),quirky,4,Agree
1004,L.A. Confidential (1997),film noir,5,
1004,"Usual Suspects, The (1995)",film noir,4,Neither agree nor disagree
1004,"Matrix, The (1999)",robots,4,Neither agree nor disagree
1004,Apollo 13 (1995),witty,2,Disagree
1004,Amadeus (1984),artistic,4,Agree
1004,Braveheart (1995),adventure,5,Agree
1016,Fight Club (1999),surreal,4,Agree
1016,Terminator 2: Judgment Day (1991),aliens,5,Agree
1016,Jurassic Park (1993),serial killer,2,Neither agree nor disagree
1016,Star Wars: Episode VI - Return of the Jedi (1983),thought-provoking,4,Agree
1016,"Fugitive, The (1993)",inspirational,2,Agree
1016,Independence Day (a.k.a. ID4) (1996),end of the world,5,Strongly agree
1016,"Silence of the Lambs, The (1991)",visually appealing,2,Neither agree nor disagree
1016,Pulp Fiction (1994),suspense,4,Agree
1016,Star Wars: Episode IV - A New Hope (1977),sci-fi,5,Strongly agree
1016,Forrest Gump (1994),martial arts,1,Strongly agree
1017,Forrest Gump (1994),suspense,1,Strongly agree
1017,American Beauty (1999),action,3,Strongly agree
1017,Dances with Wolves (1990),bittersweet,5,Strongly agree
1017,Independence Day (a.k.a. ID4) (1996),dystopia,3,Strongly agree
1017,"Shawshank Redemption, The (1994)",psychological,5,Strongly agree
1017,"Silence of the Lambs, The (1991)",space,1,Strongly agree
1017,Jurassic Park (1993),serial killer,1,Strongly agree
1017,Terminator 2: Judgment Day (1991),overrated,3,Strongly agree
1017,"Fugitive, The (1993)",visually appealing,3,Strongly agree
1017,Apollo 13 (1995),violence,1,Strongly agree
1018,Star Wars: Episode VI - Return of the Jedi (1983),witty,2,
1018,Amadeus (1984),musical,5,Neither agree nor disagree
1018,"Matrix, The (1999)",robots,5,Agree
1018,Apollo 13 (1995),witty,4,Disagree
1018,Forrest Gump (1994),prison,4,Neither agree nor disagree
1018,Best in Show (2000),documentary,3,Neither agree nor disagree
1018,Jurassic Park (1993),aliens,5,Neither agree nor disagree
1018,"Shawshank Redemption, The (1994)",film noir,3,Neither agree nor disagree
1018,Independence Day (a.k.a. ID4) (1996),artistic,4,Agree
1018,"Silence of the Lambs, The (1991)",twists & turns,4,Neither agree nor disagree
1019,"Silence of the Lambs, The (1991)",social commentary,5,
1019,Braveheart (1995),self discovery,5,Agree
1019,Fight Club (1999),philosophical,5,Strongly agree
1019,"Pagemaster, The (1994)",boring,2,Neither agree nor disagree
1019,"Matrix, The (1999)",futuristic,5,Strongly agree
1019,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),end of the world,5,Strongly agree
1019,Pulp Fiction (1994),suspense,3,
1019,Jurassic Park (1993),suspense,2,Strongly agree
1019,American Beauty (1999),comedy,2,Disagree
1019,Forrest Gump (1994),social commentary,5,Strongly agree
1021,Braveheart (1995),violence,5,Agree
1021,Forrest Gump (1994),superhero,3,Agree
1021,Star Wars: Episode VI - Return of the Jedi (1983),space,5,Agree
1021,Independence Day (a.k.a. ID4) (1996),aliens,5,Agree
1021,Star Wars: Episode IV - A New Hope (1977),tense,3,Neither agree nor disagree
1021,"Matrix, The (1999)",robots,5,Agree
1021,Apollo 13 (1995),humorous,1,Strongly disagree
1021,"Fugitive, The (1993)",thriller,4,Neither agree nor disagree
1021,American Beauty (1999),nonlinear,4,Agree
1021,Pulp Fiction (1994),disturbing,5,Agree
1025,"Matrix, The (1999)",visually appealing,5,Agree
1025,Terminator 2: Judgment Day (1991),suspense,2,Agree
1025,Pulp Fiction (1994),justice,4,
1025,"Silence of the Lambs, The (1991)",time travel,2,Strongly disagree
1025,Best in Show (2000),documentary,1,Agree
1025,Chasing Amy (1997),comic book,5,Strongly agree
1025,Fight Club (1999),justice,5,Agree
1025,Apollo 13 (1995),end of the world,1,Agree
1025,Jurassic Park (1993),insanity,3,Agree
1025,Forrest Gump (1994),funny,5,Agree
1027,Being John Malkovich (1999),art house,5,Strongly agree
1027,Get Shorty (1995),mafia,5,Agree
1027,Apollo 13 (1995),witty,5,Agree
1027,Forrest Gump (1994),thought-provoking,5,Agree
1027,Fight Club (1999),philosophical,5,Agree
1027,Dances with Wolves (1990),romance,5,
1027,Independence Day (a.k.a. ID4) (1996),self discovery,5,Agree
1027,"Matrix, The (1999)",futuristic,5,Agree
1027,True Lies (1994),hilarious,-1,Agree
1027,"Silence of the Lambs, The (1991)",romance,5,Strongly agree
1020,Forrest Gump (1994),aliens,1,Strongly agree
1020,"Usual Suspects, The (1995)",adventure,1,Agree
1020,"Matrix, The (1999)",futuristic,5,Strongly agree
1020,Jurassic Park (1993),comedy,3,Agree
1020,"Shawshank Redemption, The (1994)",art house,1,Agree
1020,Fight Club (1999),drugs,4,Agree
1020,American Beauty (1999),nonlinear,1,Agree
1020,Pulp Fiction (1994),surreal,4,Neither agree nor disagree
1020,Braveheart (1995),existentialism,2,Agree
1020,"Silence of the Lambs, The (1991)",twist ending,4,Agree
1026,Braveheart (1995),existentialism,1,Strongly agree
1026,"Silence of the Lambs, The (1991)",stylized,1,Strongly agree
1026,American Beauty (1999),action,3,Neither agree nor disagree
1026,Apollo 13 (1995),inspirational,4,Agree
1026,True Lies (1994),social commentary,2,Agree
1026,Fight Club (1999),justice,2,Agree
1026,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),quirky,3,Agree
1026,Jurassic Park (1993),original,2,Neither agree nor disagree
1026,"Matrix, The (1999)",futuristic,5,Strongly agree
1026,Independence Day (a.k.a. ID4) (1996),self discovery,2,Agree
1028,"Silence of the Lambs, The (1991)",historical,1,Strongly agree
1028,Forrest Gump (1994),thought-provoking,4,Disagree
1028,"Shawshank Redemption, The (1994)",philosophical,5,Agree
1028,American Beauty (1999),nonlinear,-1,Strongly agree
1028,Dances with Wolves (1990),romance,1,Strongly agree
1028,"Matrix, The (1999)",dystopia,5,Strongly agree
1031,Dances with Wolves (1990),thriller,2,Disagree
1031,Apollo 13 (1995),historical,5,Strongly agree
1031,Fight Club (1999),philosophical,3,Neither agree nor disagree
1031,"Silence of the Lambs, The (1991)",visually appealing,4,Agree
1031,Braveheart (1995),violence,5,Strongly agree
1031,Pulp Fiction (1994),thought-provoking,4,Agree
1031,"Shawshank Redemption, The (1994)",drugs,2,Disagree
1031,Forrest Gump (1994),comic book,1,Strongly disagree
1031,Star Wars: Episode IV - A New Hope (1977),sci-fi,5,Strongly agree
1031,"Fugitive, The (1993)",serial killer,2,Disagree
1032,Apollo 13 (1995),historical,-1,Neither agree nor disagree
1032,"Silence of the Lambs, The (1991)",twists & turns,-1,Agree
1032,Star Wars: Episode IV - A New Hope (1977),tense,5,Strongly disagree
1032,Star Wars: Episode VI - Return of the Jedi (1983),aliens,2,Disagree
1032,Braveheart (1995),inspirational,-1,Strongly disagree
1032,Gigli (2003),overrated,5,Disagree
1032,American Beauty (1999),satire,4,Strongly agree
1032,Jurassic Park (1993),funny,1,Disagree
1032,Terminator 2: Judgment Day (1991),suspense,2,Strongly agree
1032,"Pagemaster, The (1994)",boring,1,Agree
1029,Fight Club (1999),justice,-1,Neither agree nor disagree
1029,"Usual Suspects, The (1995)",thriller,4,Agree
1029,Forrest Gump (1994),futuristic,1,Strongly disagree
1029,Star Wars: Episode IV - A New Hope (1977),tense,2,Disagree
1029,Jurassic Park (1993),twist ending,2,Disagree
1029,Pulp Fiction (1994),existentialism,-1,Neither agree nor disagree
1029,"Shawshank Redemption, The (1994)",comedy,1,Strongly disagree
1029,Terminator 2: Judgment Day (1991),suspense,2,Disagree
1029,"Matrix, The (1999)",visually appealing,5,Strongly agree
1029,Star Wars: Episode VI - Return of the Jedi (1983),great soundtrack,5,Strongly agree
1038,"Silence of the Lambs, The (1991)",western,-1,Strongly disagree
1038,Forrest Gump (1994),robots,3,Neither agree nor disagree
1038,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),visually appealing,5,Agree
1038,Apollo 13 (1995),inspirational,5,Agree
1038,Star Wars: Episode IV - A New Hope (1977),twists & turns,-1,Neither agree nor disagree
1038,Fight Club (1999),justice,5,Strongly agree
1038,Jurassic Park (1993),fantasy,5,Strongly agree
1038,"Matrix, The (1999)",dystopia,5,Agree
1038,Terminator 2: Judgment Day (1991),suspense,5,Agree
1038,Star Wars: Episode VI - Return of the Jedi (1983),great soundtrack,5,Agree
1040,Braveheart (1995),atmospheric,4,Neither agree nor disagree
1040,Apollo 13 (1995),great soundtrack,5,Strongly agree
1040,Jurassic Park (1993),drama,2,Agree
1040,Independence Day (a.k.a. ID4) (1996),justice,1,Strongly agree
1040,American Beauty (1999),comedy,1,Strongly agree
1040,Dances with Wolves (1990),thriller,1,Strongly agree
1040,Forrest Gump (1994),holocaust,1,Strongly agree
1040,Pulp Fiction (1994),twist ending,5,Strongly agree
1040,"Pagemaster, The (1994)",boring,3,Neither agree nor disagree
1040,"Matrix, The (1999)",dystopia,5,Strongly agree
1039,Apollo 13 (1995),space,5,Agree
1039,Pulp Fiction (1994),justice,5,Neither agree nor disagree
1039,"Silence of the Lambs, The (1991)",religion,1,Neither agree nor disagree
1039,"Fugitive, The (1993)",prison,4,Neither agree nor disagree
1039,True Lies (1994),social commentary,2,Disagree
1039,Dances with Wolves (1990),thriller,4,Neither agree nor disagree
1039,American Beauty (1999),action,2,Disagree
1039,Forrest Gump (1994),justice,2,
1039,Jurassic Park (1993),fantasy,5,Agree
1039,Independence Day (a.k.a. ID4) (1996),justice,2,
1044,Independence Day (a.k.a. ID4) (1996),justice,4,Disagree
1044,Forrest Gump (1994),animation,1,Strongly agree
1044,"Silence of the Lambs, The (1991)",mafia,1,Strongly agree
1044,"Fugitive, The (1993)",visually appealing,4,Agree
1044,Jurassic Park (1993),original,-1,Strongly agree
1044,Star Wars: Episode VI - Return of the Jedi (1983),great soundtrack,5,Strongly agree
1044,Braveheart (1995),philosophical,5,Agree
1044,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),dystopia,5,Strongly agree
1045,True Lies (1994),social commentary,3,Agree
1045,Apollo 13 (1995),space,5,Strongly agree
1045,Being John Malkovich (1999),art house,4,Agree
1045,Jurassic Park (1993),self discovery,3,Agree
1045,Pulp Fiction (1994),artistic,5,Strongly agree
1045,Star Wars: Episode IV - A New Hope (1977),twists & turns,4,Agree
1045,Braveheart (1995),adventure,3,Agree
1045,"Usual Suspects, The (1995)",plot twist,5,Strongly agree
1045,American Beauty (1999),comedy,2,Disagree
1045,Fight Club (1999),drugs,3,Neither agree nor disagree
1051,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),psychological,5,Strongly agree
1051,"Matrix, The (1999)",dystopia,5,Strongly agree
1051,"Shawshank Redemption, The (1994)",unique,3,Agree
1051,Star Wars: Episode IV - A New Hope (1977),funny,3,Neither agree nor disagree
1051,Star Wars: Episode VI - Return of the Jedi (1983),war,5,Strongly agree
1051,"Silence of the Lambs, The (1991)",hilarious,1,Strongly agree
1051,Independence Day (a.k.a. ID4) (1996),justice,4,Agree
1051,Pulp Fiction (1994),insanity,5,Strongly agree
1051,Jurassic Park (1993),existentialism,1,Strongly agree
1051,Get Shorty (1995),mafia,5,Strongly agree
1052,"Silence of the Lambs, The (1991)",adventure,1,Strongly disagree
1052,Forrest Gump (1994),martial arts,1,Strongly disagree
1052,"Shawshank Redemption, The (1994)",surreal,1,Strongly disagree
1052,Dances with Wolves (1990),visually appealing,1,Strongly disagree
1052,Jurassic Park (1993),drama,1,Strongly disagree
1052,Pulp Fiction (1994),humorous,1,Strongly disagree
1052,Braveheart (1995),atmospheric,1,Strongly disagree
1055,Star Wars: Episode VI - Return of the Jedi (1983),great soundtrack,5,Agree
1055,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,4,Agree
1055,Jurassic Park (1993),original,2,Agree
1055,"Shawshank Redemption, The (1994)",twists & turns,3,Agree
1055,"Usual Suspects, The (1995)",plot twist,5,Strongly agree
1055,Dances with Wolves (1990),tense,3,Neither agree nor disagree
1055,Star Wars: Episode IV - A New Hope (1977),psychological,1,Agree
1055,Best in Show (2000),mockumentary,5,Strongly agree
1055,Apollo 13 (1995),humorous,3,Agree
1055,Braveheart (1995),self discovery,2,Agree
1057,Independence Day (a.k.a. ID4) (1996),justice,5,
1057,Dances with Wolves (1990),bittersweet,4,Disagree
1057,Pulp Fiction (1994),justice,3,Agree
1057,Jurassic Park (1993),stylized,3,Agree
1057,Forrest Gump (1994),comic book,4,Agree
1056,Forrest Gump (1994),hallucinatory,1,Strongly agree
1056,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),nonlinear,5,Strongly agree
1056,Apollo 13 (1995),humorous,1,Strongly agree
1056,Star Wars: Episode VI - Return of the Jedi (1983),inspirational,5,Strongly agree
1056,Star Wars: Episode IV - A New Hope (1977),sci-fi,5,Strongly agree
1056,"Pagemaster, The (1994)",boring,1,Strongly agree
1056,Jurassic Park (1993),quirky,1,Strongly agree
1056,Dances with Wolves (1990),bittersweet,1,Strongly agree
1056,Independence Day (a.k.a. ID4) (1996),justice,1,Strongly agree
1056,Braveheart (1995),violence,5,Strongly agree
1060,Braveheart (1995),action,4,Agree
1060,"Silence of the Lambs, The (1991)",christmas,1,Strongly agree
1060,Forrest Gump (1994),futuristic,1,Strongly agree
1060,"Usual Suspects, The (1995)",plot twist,5,Strongly agree
1060,American Beauty (1999),nonlinear,4,Disagree
1060,Independence Day (a.k.a. ID4) (1996),justice,3,Disagree
1060,Jurassic Park (1993),quirky,4,Agree
1060,"Shawshank Redemption, The (1994)",satire,4,Agree
1061,True Lies (1994),hilarious,-1,Neither agree nor disagree
1061,"Usual Suspects, The (1995)",film noir,3,Neither agree nor disagree
1061,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,Agree
1061,Pulp Fiction (1994),twist ending,5,Strongly agree
1061,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),cyberpunk,5,Strongly agree
1061,Dances with Wolves (1990),bittersweet,4,Agree
1061,Jurassic Park (1993),quirky,3,Disagree
1061,Forrest Gump (1994),dystopia,4,Agree
1061,"Silence of the Lambs, The (1991)",historical,3,Disagree
1061,American Beauty (1999),nonlinear,4,Agree
1062,Being John Malkovich (1999),quirky,5,Agree
1062,"Usual Suspects, The (1995)",adventure,2,Disagree
1062,Pulp Fiction (1994),psychological,3,Disagree
1062,Forrest Gump (1994),original,3,Neither agree nor disagree
1063,Braveheart (1995),action,4,Neither agree nor disagree
1063,Forrest Gump (1994),boring,2,Agree
1063,"Silence of the Lambs, The (1991)",war,1,Agree
1063,Jurassic Park (1993),psychological,1,Agree
1066,Forrest Gump (1994),stupid,1,Strongly disagree
1066,Dances with Wolves (1990),visually appealing,3,Neither agree nor disagree
1066,"Shawshank Redemption, The (1994)",culture clash,-1,Disagree
1066,Star Wars: Episode VI - Return of the Jedi (1983),aliens,5,Agree
1066,Apollo 13 (1995),stylized,-1,Disagree
1066,Pulp Fiction (1994),surreal,-1,Disagree
1066,Best in Show (2000),mockumentary,5,Strongly agree
1066,Star Wars: Episode IV - A New Hope (1977),sci-fi,5,Strongly agree
1066,Braveheart (1995),thriller,1,Agree
1066,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,-1,Disagree
1083,American Beauty (1999),drugs,3,Disagree
1083,Star Wars: Episode VI - Return of the Jedi (1983),inspirational,5,Agree
1083,Jurassic Park (1993),psychological,2,
1083,Star Wars: Episode IV - A New Hope (1977),psychological,2,Agree
1084,"Silence of the Lambs, The (1991)",visually appealing,3,
1084,Pulp Fiction (1994),hilarious,2,Strongly agree
1084,Braveheart (1995),war,5,Strongly agree
1084,Star Wars: Episode VI - Return of the Jedi (1983),witty,2,Neither agree nor disagree
1084,Jurassic Park (1993),original,4,Disagree
1084,American Beauty (1999),drugs,3,Disagree
1084,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),visually appealing,5,Strongly agree
1084,"Usual Suspects, The (1995)",serial killer,2,Agree
1084,Forrest Gump (1994),steampunk,2,Disagree
1084,True Lies (1994),quirky,2,Neither agree nor disagree
1092,Get Shorty (1995),mafia,-1,Neither agree nor disagree
1092,Pulp Fiction (1994),psychological,4,Agree
1092,"Usual Suspects, The (1995)",serial killer,1,Neither agree nor disagree
1092,"Shawshank Redemption, The (1994)",satire,3,Agree
1092,Forrest Gump (1994),superhero,2,Disagree
1092,True Lies (1994),end of the world,1,Agree
1092,"Fugitive, The (1993)",great soundtrack,-1,Neither agree nor disagree
1092,Apollo 13 (1995),humorous,2,Agree
1092,"Silence of the Lambs, The (1991)",violence,5,Agree
1092,Dances with Wolves (1990),visually appealing,4,Neither agree nor disagree
1096,"Silence of the Lambs, The (1991)",historical,4,Agree
1096,Braveheart (1995),bittersweet,5,Disagree
1096,Forrest Gump (1994),martial arts,1,Strongly agree
1096,Jurassic Park (1993),fantasy,5,Strongly agree
1099,Jurassic Park (1993),predictable,2,Agree
1099,Pulp Fiction (1994),mafia,3,Neither agree nor disagree
1099,American Beauty (1999),bittersweet,5,Agree
1099,Forrest Gump (1994),musical,2,Agree
1103,Braveheart (1995),twists & turns,4,Disagree
1103,Men in Black (a.k.a. MIB) (1997),comic book,5,Agree
1103,Star Wars: Episode VI - Return of the Jedi (1983),artistic,5,Strongly agree
1103,"Silence of the Lambs, The (1991)",stylized,5,Strongly agree
1103,Star Wars: Episode IV - A New Hope (1977),insanity,2,Agree
1103,Pulp Fiction (1994),humorous,4,Agree
1103,Apollo 13 (1995),historical,5,Strongly agree
1103,"Shawshank Redemption, The (1994)",romance,4,
1103,Forrest Gump (1994),romance,4,Strongly agree
1103,Jurassic Park (1993),disturbing,3,Agree
1101,Being John Malkovich (1999),quirky,4,Disagree
1101,Star Wars: Episode VI - Return of the Jedi (1983),war,5,Agree
1101,Star Wars: Episode IV - A New Hope (1977),psychological,3,Agree
1101,Forrest Gump (1994),boring,1,Agree
1101,Apollo 13 (1995),great soundtrack,4,Agree
1101,"Fugitive, The (1993)",thought-provoking,3,Disagree
1101,Jurassic Park (1993),existentialism,4,Agree
1101,Dances with Wolves (1990),tense,5,Agree
1101,Braveheart (1995),twists & turns,2,Disagree
1101,Mrs. Doubtfire (1993),funny,5,Agree
1106,Star Wars: Episode VI - Return of the Jedi (1983),artistic,2,Strongly agree
1106,Seven (a.k.a. Se7en) (1995),psychological,5,Strongly agree
1106,"Usual Suspects, The (1995)",thriller,5,Agree
1106,Get Shorty (1995),mafia,5,Strongly agree
1106,Being John Malkovich (1999),hallucinatory,2,Strongly agree
1106,Braveheart (1995),inspirational,2,Disagree
1106,Apollo 13 (1995),historical,2,Strongly agree
1106,Pulp Fiction (1994),insanity,2,Neither agree nor disagree
1106,True Lies (1994),hilarious,4,Agree
1106,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),plot twist,5,Agree
1109,Independence Day (a.k.a. ID4) (1996),dystopia,5,Neither agree nor disagree
1109,Forrest Gump (1994),steampunk,1,Strongly disagree
1109,"Silence of the Lambs, The (1991)",great soundtrack,4,Neither agree nor disagree
1109,Pulp Fiction (1994),thought-provoking,5,Agree
1109,Jurassic Park (1993),comedy,2,Disagree
1110,Pulp Fiction (1994),insanity,5,Strongly agree
1110,"Silence of the Lambs, The (1991)",violence,5,Strongly agree
1110,True Lies (1994),quirky,5,Agree
1110,Dances with Wolves (1990),tense,5,Agree
1110,Forrest Gump (1994),prison,2,Disagree
1110,Star Wars: Episode IV - A New Hope (1977),twists & turns,5,Strongly agree
1110,Apollo 13 (1995),great soundtrack,5,Agree
1110,Jurassic Park (1993),fantasy,5,Strongly agree
1110,Memento (2000),mystery,5,Strongly agree
1110,Star Wars: Episode VI - Return of the Jedi (1983),war,4,Agree
1111,Monty Python and the Holy Grail (1975),social commentary,2,Agree
1111,True Lies (1994),justice,3,
1111,Star Wars: Episode VI - Return of the Jedi (1983),war,5,Strongly agree
1111,"Silence of the Lambs, The (1991)",adventure,2,Agree
1111,"Shawshank Redemption, The (1994)",artistic,2,
1111,Forrest Gump (1994),comic book,1,Strongly agree
1111,Jurassic Park (1993),insanity,2,
1111,Star Wars: Episode IV - A New Hope (1977),insanity,2,Agree
1111,Pulp Fiction (1994),artistic,3,Neither agree nor disagree
1111,"Fugitive, The (1993)",justice,3,Neither agree nor disagree
1114,Gigli (2003),overrated,5,Agree
1114,Forrest Gump (1994),environmental,4,Agree
1114,Dances with Wolves (1990),tense,4,Agree
1114,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),dystopia,4,Agree
1114,"Shawshank Redemption, The (1994)",bittersweet,4,Agree
1114,"Usual Suspects, The (1995)",film noir,5,Agree
1114,"Silence of the Lambs, The (1991)",violence,5,Agree
1114,True Lies (1994),hilarious,5,Agree
1114,Apollo 13 (1995),historical,4,Agree
1114,Star Wars: Episode IV - A New Hope (1977),twists & turns,5,Agree
1115,Pulp Fiction (1994),overrated,3,Disagree
1115,Lethal Weapon 3 (1992),martial arts,4,Disagree
1115,Braveheart (1995),thriller,2,Agree
1115,Get Shorty (1995),mafia,3,Neither agree nor disagree
1115,"Silence of the Lambs, The (1991)",time travel,1,Strongly agree
1115,Star Wars: Episode IV - A New Hope (1977),twists & turns,5,Strongly agree
1115,Jurassic Park (1993),mystery,3,Disagree
1115,"Shawshank Redemption, The (1994)",culture clash,5,Agree
1115,Apollo 13 (1995),stylized,4,Neither agree nor disagree
1115,Forrest Gump (1994),animation,4,Neither agree nor disagree
1113,Jurassic Park (1993),drama,5,Agree
1113,Forrest Gump (1994),predictable,5,Strongly agree
1116,Dances with Wolves (1990),tense,4,Agree
1116,"Usual Suspects, The (1995)",film noir,4,Neither agree nor disagree
1116,Apollo 13 (1995),space,5,Strongly agree
1116,Jurassic Park (1993),plot twist,3,Neither agree nor disagree
1116,Forrest Gump (1994),funny,4,Agree
1116,"Shawshank Redemption, The (1994)",unique,4,Neither agree nor disagree
1116,"Fugitive, The (1993)",justice,4,Disagree
1116,Braveheart (1995),war,5,Strongly agree
1116,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),dystopia,5,Strongly agree
1116,True Lies (1994),hilarious,3,Disagree
1117,Braveheart (1995),philosophical,5,Agree
1117,"Shawshank Redemption, The (1994)",mafia,4,Agree
1117,Forrest Gump (1994),romance,5,
1117,Jurassic Park (1993),original,4,Agree
1117,Titanic (1997),romance,4,Agree
1117,Terminator 2: Judgment Day (1991),suspense,4,Agree
1118,Clerks (1994),quirky,4,Neither agree nor disagree
1118,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),historical,5,
1118,True Lies (1994),hilarious,4,Neither agree nor disagree
1118,"Silence of the Lambs, The (1991)",historical,4,Neither agree nor disagree
1118,Being John Malkovich (1999),hallucinatory,4,Neither agree nor disagree
1118,Get Shorty (1995),mafia,4,Neither agree nor disagree
1118,Natural Born Killers (1994),serial killer,4,Neither agree nor disagree
1118,Star Wars: Episode IV - A New Hope (1977),twists & turns,-1,Neither agree nor disagree
1118,Jurassic Park (1993),fantasy,4,Strongly agree
1118,"Fugitive, The (1993)",great soundtrack,5,Strongly agree
1119,"Silence of the Lambs, The (1991)",end of the world,1,Strongly agree
1119,"Godfather, The (1972)",stylized,2,Agree
1119,Jurassic Park (1993),insanity,2,Neither agree nor disagree
1119,Forrest Gump (1994),time travel,1,Strongly agree
1119,Star Wars: Episode IV - A New Hope (1977),twists & turns,4,Agree
1120,True Lies (1994),justice,4,Agree
1120,"Shawshank Redemption, The (1994)",inspirational,5,Agree
1120,Forrest Gump (1994),great soundtrack,4,Agree
1122,My Cousin Vinny (1992),culture clash,-1,Neither agree nor disagree
1122,Braveheart (1995),nonlinear,2,Agree
1122,"Blair Witch Project, The (1999)",mockumentary,4,Neither agree nor disagree
1122,Monty Python and the Holy Grail (1975),social commentary,5,Agree
1122,Forrest Gump (1994),time travel,2,Strongly agree
1122,Jurassic Park (1993),psychological,1,Strongly agree
1122,Apollo 13 (1995),great soundtrack,2,Neither agree nor disagree
1122,Pulp Fiction (1994),mafia,5,
1122,Star Wars: Episode V - The Empire Strikes Back (1980),plot twist,4,Agree
1122,"Silence of the Lambs, The (1991)",mafia,1,Strongly agree
1128,Pulp Fiction (1994),action,5,
1128,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),quirky,5,
1128,Jurassic Park (1993),psychological,1,Agree
1128,"Silence of the Lambs, The (1991)",romance,3,Strongly agree
1128,True Lies (1994),quirky,4,Agree
1128,Apollo 13 (1995),stylized,5,Agree
1128,"Mask, The (1994)",hilarious,5,Agree
1128,"Shawshank Redemption, The (1994)",art house,5,Agree
1128,Saving Private Ryan (1998),holocaust,3,Agree
1128,Braveheart (1995),action,5,Strongly agree
1130,Men in Black (a.k.a. MIB) (1997),comic book,1,Strongly disagree
1130,Requiem for a Dream (2000),hallucinatory,5,Strongly agree
1130,"Shawshank Redemption, The (1994)",film noir,-1,Strongly agree
1130,"Usual Suspects, The (1995)",twist ending,5,Agree
1130,Die Hard (1988),christmas,5,Agree
1130,"Silence of the Lambs, The (1991)",boring,1,Strongly disagree
1130,Forrest Gump (1994),aliens,1,Strongly disagree
1130,Jurassic Park (1993),predictable,1,Strongly disagree
1130,Pulp Fiction (1994),unique,5,Agree
1130,Braveheart (1995),nonlinear,1,Strongly disagree
1131,"Fugitive, The (1993)",serial killer,1,Disagree
1131,Braveheart (1995),war,5,Strongly agree
1131,Forrest Gump (1994),prison,1,Agree
1131,Apollo 13 (1995),stylized,1,Strongly agree
1131,"Lion King, The (1994)",animation,5,Strongly agree
1131,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),insanity,5,Strongly agree
1131,Brazil (1985),hallucinatory,5,Strongly agree
1131,"Shawshank Redemption, The (1994)",drama,5,Strongly agree
1131,True Lies (1994),quirky,4,Agree
1131,"Silence of the Lambs, The (1991)",martial arts,1,Agree
1132,Jurassic Park (1993),predictable,1,Strongly agree
1132,True Lies (1994),end of the world,1,Strongly disagree
1132,"Lion King, The (1994)",animation,5,Strongly agree
1132,Random Hearts (1999),boring,5,Strongly agree
1132,Groundhog Day (1993),existentialism,1,Strongly agree
1132,"Silence of the Lambs, The (1991)",surreal,1,Strongly agree
1132,"Usual Suspects, The (1995)",twist ending,5,Strongly agree
1132,Hoop Dreams (1994),documentary,-1,Neither agree nor disagree
1132,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),thought-provoking,5,Strongly agree
1132,Mrs. Doubtfire (1993),funny,5,Strongly agree
1136,Mulholland Drive (2001),unique,3,Neither agree nor disagree
1136,Titanic (1997),romance,5,Agree
1136,True Lies (1994),justice,4,Neither agree nor disagree
1136,Forrest Gump (1994),boring,1,Strongly disagree
1136,Clear and Present Danger (1994),original,4,Agree
1136,Minority Report (2002),robots,5,Agree
1136,"Fugitive, The (1993)",great soundtrack,3,Neither agree nor disagree
1136,"Silence of the Lambs, The (1991)",western,1,Strongly disagree
1136,Aliens (1986),horror,5,Agree
1136,"Shawshank Redemption, The (1994)",nonlinear,1,Disagree
1140,Apollo 13 (1995),stylized,4,Neither agree nor disagree
1140,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),visually appealing,5,Agree
1140,Back to the Future (1985),time travel,5,Strongly agree
1140,Forrest Gump (1994),fantasy,4,Agree
1140,You've Got Mail (1998),predictable,3,Disagree
1140,Jurassic Park (1993),disturbing,2,Disagree
1140,Natural Born Killers (1994),serial killer,5,Agree
1140,Fight Club (1999),dystopia,4,Neither agree nor disagree
